listing_id,adjusted_price_original,available,neighbourhood,property_type,amenities,number_of_reviews,review_scores_rating,amenities,cancellation_policy,adjusted_price_sum,precio_rango
30440735,5642,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Free street parking"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",8,90.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Free street parking"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",strict_14_with_grace_period,2738573.0,2800000
37560099,7435,f,Palermo,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Long term stays allowed""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Long term stays allowed""}",strict_14_with_grace_period,2713775.0,2800000
22646296,9824,f,Palermo,Apartment,"{Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer""}",1,100.0,"{Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer""}",flexible,2711424.0,2800000
13103352,7401,f,Palermo,Apartment,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",93,92.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",moderate,2708765.0,2800000
16928677,9625,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Elevator,Heating,Essentials,Hangers,""Hair dryer"",Iron,""Host greets you""}",0,,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Elevator,Heating,Essentials,Hangers,""Hair dryer"",Iron,""Host greets you""}",flexible,2675750.0,2800000
38600172,7904,f,Puerto Madero,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",20,97.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Gym,Elevator,""Free street parking"",""Hot tub"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",strict_14_with_grace_period,2668981.0,2800000
1810508,7302,f,San Nicolás,Apartment,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven}",0,,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""Bed linens"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven}",strict_14_with_grace_period,2665230.0,2800000
35914430,7302,f,Retiro,Apartment,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Elevator,Heating,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}",1,100.0,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Elevator,Heating,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}",flexible,2665230.0,2800000
32311170,7302,f,Palermo,Serviced apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",""Pets allowed"",Gym,Elevator,""Free street parking"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",""Pets allowed"",Gym,Elevator,""Free street parking"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",strict_14_with_grace_period,2665230.0,2800000
7833061,7302,f,Palermo,Apartment,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",Heating,Washer,Essentials}",0,,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Hot tub"",Heating,Washer,Essentials}",flexible,2665230.0,2800000
27195070,7302,f,Recoleta,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""Long term stays allowed""}",25,94.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""Long term stays allowed""}",flexible,2665230.0,2800000
30154298,7302,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Gym,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",0,,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Gym,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",flexible,2665230.0,2800000
42143757,7301,f,San Telmo,Loft,"{TV,Wifi,Pool,Kitchen,""Smoking allowed"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Extra pillows and blankets"",""Cooking basics"",Stove,""Patio or balcony"",""Shower gel""}",0,,"{TV,Wifi,Pool,Kitchen,""Smoking allowed"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Extra pillows and blankets"",""Cooking basics"",Stove,""Patio or balcony"",""Shower gel""}",flexible,2657564.0,2800000
20664868,9625,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",flexible,2656500.0,2800000
16576406,9625,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",flexible,2656500.0,2800000
16577985,9625,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",flexible,2656500.0,2800000
21698475,9625,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",flexible,2656500.0,2800000
20541889,9559,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer""}",flexible,2647843.0,2800000
27361330,9957,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Private entrance""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Private entrance""}",flexible,2638605.0,2800000
35332821,6638,f,San Telmo,House,"{TV,Wifi,Kitchen,""Smoking allowed"",Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Private entrance"",""Hot water""}",0,,"{TV,Wifi,Kitchen,""Smoking allowed"",Heating,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Private entrance"",""Hot water""}",flexible,2638318.0,2800000
42299351,7185,f,Belgrano,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Washer,""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Washer,""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",moderate,2622525.0,2800000
19768317,7185,f,Barracas,Apartment,"{Wifi,Kitchen,""Smoking allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Essentials,""Private entrance""}",0,,"{Wifi,Kitchen,""Smoking allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Essentials,""Private entrance""}",flexible,2622525.0,2800000
33637754,9957,f,Recoleta,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",strict_14_with_grace_period,2618691.0,2800000
34973291,9426,f,Puerto Madero,Apartment,"{TV,Wifi,Kitchen,Essentials,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,Other}",0,,"{TV,Wifi,Kitchen,Essentials,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,Other}",strict_14_with_grace_period,2611002.0,2800000
34973307,9426,f,Puerto Madero,Apartment,"{TV,Wifi,Kitchen,Essentials,""Hair dryer"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,Other}",0,,"{TV,Wifi,Kitchen,Essentials,""Hair dryer"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,Other}",strict_14_with_grace_period,2611002.0,2800000
30338149,9293,f,Puerto Madero,Apartment,"{TV,Wifi,""Air conditioning"",Pool,Gym,""Hot tub"",Heating,Washer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",0,,"{TV,Wifi,""Air conditioning"",Pool,Gym,""Hot tub"",Heating,Washer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",strict_14_with_grace_period,2602040.0,2800000
33456753,6771,f,Recoleta,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",19,99.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",strict_14_with_grace_period,2597371.0,2800000
34973301,9360,f,Recoleta,Apartment,"{TV,Wifi,Kitchen,Dryer,Essentials,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,Other}",0,,"{TV,Wifi,Kitchen,Dryer,Essentials,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,Other}",strict_14_with_grace_period,2592720.0,2800000
16575510,9293,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50""}",flexible,2574161.0,2800000
15565355,9293,f,Villa Urquiza,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Children’s books and toys"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Cleaning before checkout""}",0,,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Children’s books and toys"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Cleaning before checkout""}",moderate,2574161.0,2800000
34973325,9293,f,Recoleta,Apartment,"{TV,Wifi,Kitchen,Washer,Essentials,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Cooking basics"",Oven,Stove,Other}",0,,"{TV,Wifi,Kitchen,Washer,Essentials,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Cooking basics"",Oven,Stove,Other}",strict_14_with_grace_period,2574161.0,2800000
20831863,9293,f,Recoleta,Apartment,"{TV,Wifi,Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer""}",1,100.0,"{TV,Wifi,Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer""}",flexible,2574161.0,2800000
20998393,9293,f,Palermo,Apartment,{},0,,{},flexible,2564868.0,2800000
16578113,9293,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace""}",flexible,2564868.0,2800000
19689621,9293,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer""}",1,100.0,"{TV,Wifi,""Air conditioning"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer""}",flexible,2564868.0,2800000
19891787,9293,f,Palermo,Apartment,"{Wifi,""Air conditioning"",""Smoking allowed"",Elevator,Heating,""Fire extinguisher"",Essentials,Shampoo,Hangers}",1,100.0,"{Wifi,""Air conditioning"",""Smoking allowed"",Elevator,Heating,""Fire extinguisher"",Essentials,Shampoo,Hangers}",flexible,2564868.0,2800000
20394054,9293,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,Elevator,Heating,Shampoo,""Lock on bedroom door"",Hangers,Iron}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,Elevator,Heating,Shampoo,""Lock on bedroom door"",Hangers,Iron}",flexible,2564868.0,2800000
19590118,9293,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",flexible,2564868.0,2800000
19489219,9293,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers}",0,,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers}",flexible,2564868.0,2800000
5431592,6638,f,Palermo,Apartment,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",9,93.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",flexible,2560982.0,2800000
19809721,9227,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",flexible,2555879.0,2800000
16578147,9227,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",flexible,2555879.0,2800000
16575828,9227,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",flexible,2555879.0,2800000
18224929,9227,f,Palermo,Condominium,"{TV,Wifi,""Air conditioning"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50""}",1,100.0,"{TV,Wifi,""Air conditioning"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_50""}",flexible,2555879.0,2800000
9293804,7000,f,Retiro,Apartment,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Host greets you""}",22,95.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Host greets you""}",moderate,2555000.0,2800000
16575958,9227,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",flexible,2546652.0,2800000
20636012,9227,f,Palermo,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Hot tub"",Heating,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,""Hot tub"",Heating,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer""}",flexible,2546652.0,2800000
21866481,9227,f,Recoleta,Apartment,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",1,100.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",flexible,2546652.0,2800000
